================================================================================
                                     S L S                                      
                                  version: 3.3                                  
                      S I M U L A T I O N   R E S U L T S                       
================================================================================
 time         | c   r   i   i   i   i   i   i   o   o   o   o   o   o   r 
 in 1e-09 sec | l   s   n   n   n   n   n   n   u   u   u   u   u   u   a 
              | k   t   v   v   v   v   v   v   t   t   t   t   t   t   n 
              |         _   _   _   _   _   _   p   p   p   p   p   p   d 
              |         i   i   i   i   i   i   u   u   u   u   u   u   o 
              |         n   n   n   n   n   n   t   t   t   t   t   t   m 
              |         p   p   p   p   p   p   _   _   _   _   _   _   _ 
              |         u   u   u   u   u   u   5   5   5   5   5   5   s 
              |         t   t   t   t   t   t   _   _   _   _   _   _   e 
              |         s   s   s   s   s   s   0   0   0   0   0   0   e 
              |         _   _   _   _   _   _   _   _   _   _   _   _   d 
              |         5   5   5   5   5   5   5   4   3   2   1   0     
              |         _   _   _   _   _   _                             
              |         0   0   0   0   0   0                             
              |         _   _   _   _   _   _                             
              |         5   4   3   2   1   0                             
================================================================================
     288980.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     289000.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     289020.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     289040.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     289060.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     289080.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     289100.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     289120.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     289140.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     289160.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     289180.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     289200.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     289220.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     289240.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     289260.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     289280.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     289300.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     289320.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     289340.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     289360.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     289380.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     289400.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     289420.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     289440.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     289460.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     289480.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     289500.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     289520.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     289540.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     289560.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     289580.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     289600.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     289620.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     289640.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     289660.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     289680.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     289700.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     289720.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     289740.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     289760.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     289780.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     289800.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     289820.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     289840.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     289860.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     289880.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     289900.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     289920.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     289940.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     289960.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     289980.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     290000.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     290020.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     290040.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     290060.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     290080.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     290100.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     290120.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     290140.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     290160.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     290180.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     290200.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     290220.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     290240.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     290260.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     290280.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     290300.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     290320.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     290340.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     290360.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     290380.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     290400.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     290420.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     290440.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     290460.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     290480.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     290500.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     290520.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     290540.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     290560.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     290580.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     290600.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     290620.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     290640.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     290660.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     290680.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     290700.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     290720.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     290740.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     290760.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     290780.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     290800.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     290820.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     290840.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     290860.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     290880.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     290900.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     290920.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     290940.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     290960.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     290980.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     291000.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     291020.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     291040.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     291060.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     291080.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     291100.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     291120.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     291140.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     291160.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     291180.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     291200.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     291220.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     291240.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     291260.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     291280.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     291300.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     291320.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     291340.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     291360.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     291380.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     291400.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     291420.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     291440.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     291460.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     291480.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     291500.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     291520.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     291540.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     291560.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     291580.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     291600.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     291620.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     291640.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     291660.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     291680.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     291700.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     291720.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     291740.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     291760.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     291780.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     291800.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     291820.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     291840.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     291860.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     291880.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     291900.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     291920.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     291940.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     291960.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     291980.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     292000.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     292020.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     292040.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     292060.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     292080.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     292100.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     292120.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     292140.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     292160.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     292180.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     292200.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     292220.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     292240.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     292260.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     292280.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     292300.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     292320.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     292340.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     292360.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     292380.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     292400.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     292420.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     292440.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     292460.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     292480.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     292500.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     292520.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     292540.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     292560.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     292580.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     292600.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     292620.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     292640.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     292660.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     292680.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     292700.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     292720.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     292740.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     292760.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     292780.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     292800.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     292820.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     292840.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     292860.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     292880.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     292900.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     292920.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     292940.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     292960.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     292980.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     293000.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     293020.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     293040.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     293060.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     293080.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     293100.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     293120.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     293140.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     293160.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     293180.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     293200.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     293220.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     293240.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     293260.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     293280.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     293300.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     293320.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     293340.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     293360.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     293380.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     293400.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     293420.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     293440.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     293460.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     293480.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     293500.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     293520.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     293540.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     293560.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     293580.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     293600.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     293620.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     293640.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     293660.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     293680.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     293700.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     293720.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     293740.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     293760.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     293780.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     293800.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     293820.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     293840.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     293860.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     293880.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     293900.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     293920.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     293940.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     293960.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     293980.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     294000.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     294020.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     294040.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     294060.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
