================================================================================
                                     S L S                                      
                                  version: 3.3                                  
                      S I M U L A T I O N   R E S U L T S                       
================================================================================
 time         | c   r   s   r   s   r   r   r   r   r   r   r   r   r   r   r 
 in 1e-09 sec | l   s   t   e   c   a   a   a   a   a   a   a   a   a   a   a 
              | k   t   a   a   o   m   m   m   m   m   m   m   m   m   m   m 
              |         r   d   r   _   _   _   _   _   _   _   _   _   _   _ 
              |         t   y   e   a   a   a   a   a   a   a   a   w   d   d 
              |         _   _   _   d   d   d   d   d   d   d   d   e   a   a 
              |         i   o   o   d   d   d   d   d   d   d   d       t   t 
              |         n   u   u   r   r   r   r   r   r   r   r       a   a 
              |             t   t   _   _   _   _   _   _   _   _       _   _ 
              |                     o   o   o   o   o   o   o   o       i   o 
              |                     u   u   u   u   u   u   u   u       n   u 
              |                     t   t   t   t   t   t   t   t           t 
              |                     _   _   _   _   _   _   _   _             
     101434.0 | 0   0   0   0   0   0   0   0   0   1   1   1   0   0   1   0
     101516.0 | 1   0   0   0   0   0   0   0   0   1   1   1   0   0   0   0
     101518.9 | 1   0   0   0   0   0   0   0   0   1   1   1   0   1   0   0
     101520.0 | 1   0   0   0   0   0   0   0   1   0   1   1   0   1   0   0
     101598.0 | 0   0   0   0   0   0   0   0   1   0   1   1   0   1   0   0
     101680.0 | 1   0   0   0   0   0   0   0   1   0   1   1   0   1   1   0
     101680.4 | 1   0   0   0   0   0   0   0   1   0   1   1   0   1   1   1
     101681.6 | 1   0   0   0   0   0   0   0   1   0   1   0   0   1   1   1
     101681.9 | 1   0   0   0   0   0   0   0   1   0   1   0   1   1   1   0
     101682.0 | 1   0   0   0   0   0   0   0   1   0   1   0   1   0   1   0
     101762.0 | 0   0   0   0   0   0   0   0   1   0   1   0   1   0   1   0
     101844.0 | 1   0   0   0   0   0   0   0   1   0   1   0   1   0   0   0
     101848.3 | 1   0   0   0   0   0   0   0   0   0   1   0   1   0   0   0
     101849.0 | 1   0   0   0   0   0   0   0   0   1   1   0   1   0   0   0
     101926.0 | 0   0   0   0   0   0   0   0   0   1   1   0   1   0   0   0
     102008.0 | 1   0   0   0   0   0   0   0   0   1   1   0   1   0   0   0
     102010.9 | 1   0   0   0   0   0   0   0   0   1   1   0   1   1   0   0
     102012.0 | 1   0   0   0   0   0   0   0   1   0   1   0   1   1   0   0
     102090.0 | 0   0   0   0   0   0   0   0   1   0   1   0   1   1   0   0
     102172.0 | 1   0   0   0   0   0   0   0   1   0   1   0   1   1   0   0
     102173.4 | 1   0   0   0   0   0   0   0   1   0   1   0   0   1   0   0
     102174.0 | 1   0   0   0   0   0   0   0   1   0   1   0   0   0   0   0
     102254.0 | 0   0   0   0   0   0   0   0   1   0   1   0   0   0   0   0
     102336.0 | 1   0   0   0   0   0   0   0   1   0   1   0   0   0   0   0
     102340.3 | 1   0   0   0   0   0   0   0   0   0   1   0   0   0   0   0
     102341.0 | 1   0   0   0   0   0   0   0   0   1   1   0   0   0   0   0
     102418.0 | 0   0   0   0   0   0   0   0   0   1   1   0   0   0   0   0
     102500.0 | 1   0   0   0   0   0   0   0   0   1   1   0   0   0   0   0
     102502.9 | 1   0   0   0   0   0   0   0   0   1   1   0   0   1   0   0
     102504.0 | 1   0   0   0   0   0   0   0   1   0   1   0   0   1   0   0
     102582.0 | 0   0   0   0   0   0   0   0   1   0   1   0   0   1   0   0
     102664.0 | 1   0   0   0   0   0   0   0   1   0   1   0   0   1   0   0
     102665.4 | 1   0   0   0   0   0   0   0   1   0   0   0   0   1   0   0
     102665.9 | 1   0   0   0   0   0   0   0   1   0   0   0   1   1   0   0
     102666.0 | 1   0   0   0   0   0   0   0   1   0   0   0   1   0   0   0
     102666.2 | 1   0   0   0   0   0   0   0   1   0   0   1   1   0   0   0
     102746.0 | 0   0   0   0   0   0   0   0   1   0   0   1   1   0   0   0
     102828.0 | 1   0   0   0   0   0   0   0   1   0   0   1   1   0   0   0
     102832.3 | 1   0   0   0   0   0   0   0   0   0   0   1   1   0   0   0
     102833.0 | 1   0   0   0   0   0   0   0   0   1   0   1   1   0   0   0
     102910.0 | 0   0   0   0   0   0   0   0   0   1   0   1   1   0   0   0
     102992.0 | 1   0   0   0   0   0   0   0   0   1   0   1   1   0   0   0
     102994.9 | 1   0   0   0   0   0   0   0   0   1   0   1   1   1   0   0
     102996.0 | 1   0   0   0   0   0   0   0   1   0   0   1   1   1   0   0
     103074.0 | 0   0   0   0   0   0   0   0   1   0   0   1   1   1   0   0
     103156.0 | 1   0   0   0   0   0   0   0   1   0   0   1   1   1   0   0
     103157.4 | 1   0   0   0   0   0   0   0   1   0   0   1   0   1   0   0
     103158.0 | 1   0   0   0   0   0   0   0   1   0   0   1   0   0   0   0
     103238.0 | 0   0   0   0   0   0   0   0   1   0   0   1   0   0   0   0
     103320.0 | 1   0   0   0   0   0   0   0   1   0   0   1   0   0   0   0
     103324.3 | 1   0   0   0   0   0   0   0   0   0   0   1   0   0   0   0
     103325.0 | 1   0   0   0   0   0   0   0   0   1   0   1   0   0   0   0
     103402.0 | 0   0   0   0   0   0   0   0   0   1   0   1   0   0   0   0
     103484.0 | 1   0   0   0   0   0   0   0   0   1   0   1   0   0   0   0
     103486.9 | 1   0   0   0   0   0   0   0   0   1   0   1   0   1   0   0
     103488.0 | 1   0   0   0   0   0   0   0   1   0   0   1   0   1   0   0
     103566.0 | 0   0   0   0   0   0   0   0   1   0   0   1   0   1   0   0
     103648.0 | 1   0   0   0   0   0   0   0   1   0   0   1   0   1   0   0
     103649.6 | 1   0   0   0   0   0   0   0   1   0   0   0   0   1   0   0
     103649.9 | 1   0   0   0   0   0   0   0   1   0   0   0   1   1   0   0
     103650.0 | 1   0   0   0   0   0   0   0   1   0   0   0   1   0   0   0
     103730.0 | 0   0   0   0   0   0   0   0   1   0   0   0   1   0   0   0
     103812.0 | 1   0   0   0   0   0   0   0   1   0   0   0   1   0   0   0
     103816.3 | 1   0   0   0   0   0   0   0   0   0   0   0   1   0   0   0
     103817.0 | 1   0   0   0   0   0   0   0   0   1   0   0   1   0   0   0
     103894.0 | 0   0   0   0   0   0   0   0   0   1   0   0   1   0   0   0
     103976.0 | 1   0   0   0   0   0   0   0   0   1   0   0   1   0   0   0
     103978.9 | 1   0   0   0   0   0   0   0   0   1   0   0   1   1   0   0
     103980.0 | 1   0   0   0   0   0   0   0   1   0   0   0   1   1   0   0
     104058.0 | 0   0   0   0   0   0   0   0   1   0   0   0   1   1   0   0
     104140.0 | 1   0   0   0   0   0   0   0   1   0   0   0   1   1   0   0
     104141.4 | 1   0   0   0   0   0   0   0   1   0   0   0   0   1   0   0
     104142.0 | 1   0   0   0   0   0   0   0   1   0   0   0   0   0   0   0
     104222.0 | 0   0   0   0   0   0   0   0   1   0   0   0   0   0   0   0
     104304.0 | 1   0   0   0   0   0   0   0   1   0   0   0   0   0   0   0
     104308.3 | 1   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
     104309.0 | 1   0   0   0   0   0   0   0   0   1   0   0   0   0   0   0
     104386.0 | 0   0   0   0   0   0   0   0   0   1   0   0   0   0   0   0
     104468.0 | 1   0   0   0   0   0   0   0   0   1   0   0   0   0   0   0
     104470.9 | 1   0   0   0   0   0   0   0   0   1   0   0   0   1   0   0
     104472.0 | 1   0   0   0   0   0   0   0   1   0   0   0   0   1   0   0
     104550.0 | 0   0   0   0   0   0   0   0   1   0   0   0   0   1   0   0
     104632.0 | 1   0   0   0   0   0   0   0   1   0   0   0   0   1   0   0
     104633.5 | 1   0   0   0   0   0   0   0   0   0   0   0   0   1   0   0
     104633.8 | 1   0   0   0   0   0   0   0   0   0   1   0   0   1   0   0
     104633.9 | 1   0   0   0   0   0   0   0   0   0   1   0   1   1   0   0
     104634.0 | 1   0   0   0   0   0   0   0   0   0   1   0   1   0   0   0
     104634.2 | 1   0   0   0   0   0   0   0   0   0   1   1   1   0   0   0
     104634.7 | 1   0   0   0   0   0   0   0   0   1   1   1   1   0   0   0
     104714.0 | 0   0   0   0   0   0   0   0   0   1   1   1   1   0   0   0
     104796.0 | 1   0   0   0   0   0   0   0   0   1   1   1   1   0   0   0
     104800.3 | 1   0   0   0   0   0   0   0   0   0   1   1   1   0   0   0
     104878.0 | 0   0   0   0   0   0   0   0   0   0   1   1   1   0   0   0
     104960.0 | 1   0   0   0   0   0   0   0   0   0   1   1   1   0   0   0
     104962.9 | 1   0   0   0   0   0   0   0   0   0   1   1   1   1   0   0
     104964.0 | 1   0   0   0   0   0   0   0   0   1   1   1   1   1   0   0
     105042.0 | 0   0   0   0   0   0   0   0   0   1   1   1   1   1   0   0
     105124.0 | 1   0   0   0   0   0   0   0   0   1   1   1   1   1   0   0
     105125.4 | 1   0   0   0   0   0   0   0   0   1   1   1   0   1   0   0
     105126.0 | 1   0   0   0   0   0   0   0   0   1   1   1   0   0   0   0
     105206.0 | 0   0   0   0   0   0   0   0   0   1   1   1   0   0   0   0
     105288.0 | 1   0   0   0   0   0   0   0   0   1   1   1   0   0   0   0
     105292.3 | 1   0   0   0   0   0   0   0   0   0   1   1   0   0   0   0
     105370.0 | 0   0   0   0   0   0   0   0   0   0   1   1   0   0   0   0
     105452.0 | 1   0   0   0   0   0   0   0   0   0   1   1   0   0   0   0
     105454.9 | 1   0   0   0   0   0   0   0   0   0   1   1   0   1   0   0
     105456.0 | 1   0   0   0   0   0   0   0   0   1   1   1   0   1   0   0
     105534.0 | 0   0   0   0   0   0   0   0   0   1   1   1   0   1   0   0
     105616.0 | 1   0   0   0   0   0   0   0   0   1   1   1   0   1   0   0
     105617.6 | 1   0   0   0   0   0   0   0   0   1   1   0   0   1   0   0
     105617.9 | 1   0   0   0   0   0   0   0   0   1   1   0   1   1   0   0
     105618.0 | 1   0   0   0   0   0   0   0   0   1   1   0   1   0   0   0
     105698.0 | 0   0   0   0   0   0   0   0   0   1   1   0   1   0   0   0
     105780.0 | 1   0   0   0   0   0   0   0   0   1   1   0   1   0   0   0
     105784.3 | 1   0   0   0   0   0   0   0   0   0   1   0   1   0   0   0
     105862.0 | 0   0   0   0   0   0   0   0   0   0   1   0   1   0   0   0
     105944.0 | 1   0   0   0   0   0   0   0   0   0   1   0   1   0   0   0
     105946.9 | 1   0   0   0   0   0   0   0   0   0   1   0   1   1   0   0
     105948.0 | 1   0   0   0   0   0   0   0   0   1   1   0   1   1   0   0
     106026.0 | 0   0   0   0   0   0   0   0   0   1   1   0   1   1   0   0
     106108.0 | 1   0   0   0   0   0   0   0   0   1   1   0   1   1   0   0
     106109.4 | 1   0   0   0   0   0   0   0   0   1   1   0   0   1   0   0
     106110.0 | 1   0   0   0   0   0   0   0   0   1   1   0   0   0   0   0
     106190.0 | 0   0   0   0   0   0   0   0   0   1   1   0   0   0   0   0
     106272.0 | 1   0   0   0   0   0   0   0   0   1   1   0   0   0   0   0
     106276.3 | 1   0   0   0   0   0   0   0   0   0   1   0   0   0   0   0
     106354.0 | 0   0   0   0   0   0   0   0   0   0   1   0   0   0   0   0
     106436.0 | 1   0   0   0   0   0   0   0   0   0   1   0   0   0   0   0
     106438.9 | 1   0   0   0   0   0   0   0   0   0   1   0   0   1   0   0
     106440.0 | 1   0   0   0   0   0   0   0   0   1   1   0   0   1   0   0
     106518.0 | 0   0   0   0   0   0   0   0   0   1   1   0   0   1   0   0
     106600.0 | 1   0   0   0   0   0   0   0   0   1   1   0   0   1   0   0
     106601.4 | 1   0   0   0   0   0   0   0   0   1   0   0   0   1   0   0
     106601.9 | 1   0   0   0   0   0   0   0   0   1   0   0   1   1   0   0
     106602.0 | 1   0   0   0   0   0   0   0   0   1   0   0   1   0   0   0
     106602.2 | 1   0   0   0   0   0   0   0   0   1   0   1   1   0   0   0
     106682.0 | 0   0   0   0   0   0   0   0   0   1   0   1   1   0   0   0
     106764.0 | 1   0   0   0   0   0   0   0   0   1   0   1   1   0   0   0
     106768.3 | 1   0   0   0   0   0   0   0   0   0   0   1   1   0   0   0
     106846.0 | 0   0   0   0   0   0   0   0   0   0   0   1   1   0   0   0
     106928.0 | 1   0   0   0   0   0   0   0   0   0   0   1   1   0   0   0
     106930.9 | 1   0   0   0   0   0   0   0   0   0   0   1   1   1   0   0
     106932.0 | 1   0   0   0   0   0   0   0   0   1   0   1   1   1   0   0
     107010.0 | 0   0   0   0   0   0   0   0   0   1   0   1   1   1   0   0
     107092.0 | 1   0   0   0   0   0   0   0   0   1   0   1   1   1   0   0
     107093.4 | 1   0   0   0   0   0   0   0   0   1   0   1   0   1   0   0
     107094.0 | 1   0   0   0   0   0   0   0   0   1   0   1   0   0   0   0
     107174.0 | 0   0   0   0   0   0   0   0   0   1   0   1   0   0   0   0
     107256.0 | 1   0   0   0   0   0   0   0   0   1   0   1   0   0   0   0
     107260.3 | 1   0   0   0   0   0   0   0   0   0   0   1   0   0   0   0
     107338.0 | 0   0   0   0   0   0   0   0   0   0   0   1   0   0   0   0
     107420.0 | 1   0   0   0   0   0   0   0   0   0   0   1   0   0   0   0
     107422.9 | 1   0   0   0   0   0   0   0   0   0   0   1   0   1   0   0
     107424.0 | 1   0   0   0   0   0   0   0   0   1   0   1   0   1   0   0
     107502.0 | 0   0   0   0   0   0   0   0   0   1   0   1   0   1   0   0
     107584.0 | 1   0   0   0   0   0   0   0   0   1   0   1   0   1   0   0
     107585.6 | 1   0   0   0   0   0   0   0   0   1   0   0   0   1   0   0
     107585.9 | 1   0   0   0   0   0   0   0   0   1   0   0   1   1   0   0
     107586.0 | 1   0   0   0   0   0   0   0   0   1   0   0   1   0   0   0
     107666.0 | 0   0   0   0   0   0   0   0   0   1   0   0   1   0   0   0
     107748.0 | 1   0   0   0   0   0   0   0   0   1   0   0   1   0   0   0
     107752.3 | 1   0   0   0   0   0   0   0   0   0   0   0   1   0   0   0
     107830.0 | 0   0   0   0   0   0   0   0   0   0   0   0   1   0   0   0
     107912.0 | 1   0   0   0   0   0   0   0   0   0   0   0   1   0   0   0
     107914.9 | 1   0   0   0   0   0   0   0   0   0   0   0   1   1   0   0
     107916.0 | 1   0   0   0   0   0   0   0   0   1   0   0   1   1   0   0
     107994.0 | 0   0   0   0   0   0   0   0   0   1   0   0   1   1   0   0
     108076.0 | 1   0   0   0   0   0   0   0   0   1   0   0   1   1   0   0
     108077.4 | 1   0   0   0   0   0   0   0   0   1   0   0   0   1   0   0
     108078.0 | 1   0   0   0   0   0   0   0   0   1   0   0   0   0   0   0
     108158.0 | 0   0   0   0   0   0   0   0   0   1   0   0   0   0   0   0
     108240.0 | 1   0   0   0   0   0   0   0   0   1   0   0   0   0   0   0
     108244.3 | 1   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
     108322.0 | 0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
     108404.0 | 1   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
     108406.9 | 1   0   0   0   0   0   0   0   0   0   0   0   0   1   0   0
     108408.0 | 1   0   0   0   0   0   0   0   0   1   0   0   0   1   0   0
     108486.0 | 0   0   0   0   0   0   0   0   0   1   0   0   0   1   0   0
     108568.0 | 1   0   0   0   0   0   0   0   0   1   0   0   0   1   0   0
     108569.8 | 1   0   0   0   0   0   0   0   0   0   1   0   0   1   0   0
     108569.9 | 1   0   0   0   0   0   0   0   0   0   1   0   1   1   0   0
     108570.0 | 1   0   0   0   0   0   0   0   0   0   1   0   1   0   0   0
     108570.2 | 1   0   0   0   0   0   0   0   0   0   1   1   1   0   0   0
     108650.0 | 0   0   0   0   0   0   0   0   0   0   1   1   1   0   0   0
     108732.0 | 1   0   0   0   0   0   0   0   0   0   1   1   1   0   0   0
     108737.0 | 1   0   0   0   0   0   1   1   1   1   1   1   1   0   0   0
     108814.0 | 0   0   0   0   0   0   1   1   1   1   1   1   1   0   0   0
     108896.0 | 1   0   0   0   0   0   1   1   1   1   1   1   1   0   0   0
     108898.9 | 1   0   0   0   0   0   1   1   1   1   1   1   1   1   0   0
     108899.9 | 1   0   0   0   0   0   1   1   0   1   1   1   1   1   0   0
     108900.0 | 1   0   0   0   0   0   0   0   0   0   1   1   1   1   0   0
     108978.0 | 0   0   0   0   0   0   0   0   0   0   1   1   1   1   0   0
     109060.0 | 1   0   0   0   0   0   0   0   0   0   1   1   1   1   0   0
     109061.4 | 1   0   0   0   0   0   0   0   0   0   1   1   0   1   0   0
     109062.0 | 1   0   0   0   0   0   0   0   0   0   1   1   0   0   0   0
     109142.0 | 0   0   0   0   0   0   0   0   0   0   1   1   0   0   0   0
     109224.0 | 1   0   0   0   0   0   0   0   0   0   1   1   0   0   0   0
     109229.0 | 1   0   0   0   0   0   1   1   1   1   1   1   0   0   0   0
     109306.0 | 0   0   0   0   0   0   1   1   1   1   1   1   0   0   0   0
     109388.0 | 1   0   0   0   0   0   1   1   1   1   1   1   0   0   0   0
     109390.9 | 1   0   0   0   0   0   1   1   1   1   1   1   0   1   0   0
     109391.9 | 1   0   0   0   0   0   1   1   0   1   1   1   0   1   0   0
     109392.0 | 1   0   0   0   0   0   0   0   0   0   1   1   0   1   0   0
     109470.0 | 0   0   0   0   0   0   0   0   0   0   1   1   0   1   0   0
     109552.0 | 1   0   0   0   0   0   0   0   0   0   1   1   0   1   0   0
     109553.6 | 1   0   0   0   0   0   0   0   0   0   1   0   0   1   0   0
     109553.9 | 1   0   0   0   0   0   0   0   0   0   1   0   1   1   0   0
     109554.0 | 1   0   0   0   0   0   0   0   0   0   1   0   1   0   0   0
     109634.0 | 0   0   0   0   0   0   0   0   0   0   1   0   1   0   0   0
     109716.0 | 1   0   0   0   0   0   0   0   0   0   1   0   1   0   0   0
     109721.0 | 1   0   0   0   0   0   1   1   1   1   1   0   1   0   0   0
     109798.0 | 0   0   0   0   0   0   1   1   1   1   1   0   1   0   0   0
     109880.0 | 1   0   0   0   0   0   1   1   1   1   1   0   1   0   0   0
     109882.9 | 1   0   0   0   0   0   1   1   1   1   1   0   1   1   0   0
     109883.9 | 1   0   0   0   0   0   1   1   0   1   1   0   1   1   0   0
     109884.0 | 1   0   0   0   0   0   0   0   0   0   1   0   1   1   0   0
     109962.0 | 0   0   0   0   0   0   0   0   0   0   1   0   1   1   0   0
     110044.0 | 1   0   0   0   0   0   0   0   0   0   1   0   1   1   0   0
     110045.4 | 1   0   0   0   0   0   0   0   0   0   1   0   0   1   0   0
     110046.0 | 1   0   0   0   0   0   0   0   0   0   1   0   0   0   0   0
     110126.0 | 0   0   0   0   0   0   0   0   0   0   1   0   0   0   0   0
     110208.0 | 1   0   0   0   0   0   0   0   0   0   1   0   0   0   0   0
     110213.0 | 1   0   0   0   0   0   1   1   1   1   1   0   0   0   0   0
     110290.0 | 0   0   0   0   0   0   1   1   1   1   1   0   0   0   0   0
     110372.0 | 1   0   0   0   0   0   1   1   1   1   1   0   0   0   0   0
     110374.9 | 1   0   0   0   0   0   1   1   1   1   1   0   0   1   0   0
     110375.9 | 1   0   0   0   0   0   1   1   0   1   1   0   0   1   0   0
     110376.0 | 1   0   0   0   0   0   0   0   0   0   1   0   0   1   0   0
     110454.0 | 0   0   0   0   0   0   0   0   0   0   1   0   0   1   0   0
     110536.0 | 1   0   0   0   0   0   0   0   0   0   1   0   0   1   0   0
     110537.4 | 1   0   0   0   0   0   0   0   0   0   0   0   0   1   0   0
     110537.9 | 1   0   0   0   0   0   0   0   0   0   0   0   1   1   0   0
     110538.0 | 1   0   0   0   0   0   0   0   0   0   0   0   1   0   0   0
     110538.2 | 1   0   0   0   0   0   0   0   0   0   0   1   1   0   0   0
     110618.0 | 0   0   0   0   0   0   0   0   0   0   0   1   1   0   0   0
     110700.0 | 1   0   0   0   0   0   0   0   0   0   0   1   1   0   0   0
     110705.0 | 1   0   0   0   0   0   1   1   1   1   0   1   1   0   0   0
     110782.0 | 0   0   0   0   0   0   1   1   1   1   0   1   1   0   0   0
     110864.0 | 1   0   0   0   0   0   1   1   1   1   0   1   1   0   0   0
